"id","profileName","text","date","title","rating","images","helpful","Configuration"
"R3N9O86RUI85W9","ss","What I love:1. Voice search within apps like youtube, primevideo, hotstat etc..2. Voice search is very fast. I have another LG tv which has web os and it's very slow in searching.3. Stream quality is good4. Lots of apps and games5. Has Inbuilt Bluetooth. Connects to multiple bluetooth devices. And it also has good range and no lag. It even has the option to sync audio and video if you notice any lag. 💜6. Firestivk Remote can be used to control TV power and volume.What I don't like:Takes long to boot","Reviewed in India on 22 July 2021","Better than any smart tv.",4,"https://m.media-amazon.com/images/I/B1j3yuY0gUS.jpg","3","Fire TV Stick"
"R1SPYDD5HJEJQL","Swati Waghmare","Does not works on every tv. My sony Bravia had hdmi port then also fire tv stick was not working anyone who has sony Bravia don't buy this","Reviewed in India on 21 August 2021","Sony Bravia tv",1,"","7","Fire TV Stick"
"R1XUFFMP4OPP0","Krishnan Vaidyanathan","This can to be used directly with TV normally. No issues work smoothly and video clarity. Audio is where it shines. If you have a Dolby or Atmos audio system this one nails with audio. In display and audio settings we have auto volume level and dialogue enhance. Normal pcm also sounding great. Dolby sounds awesome. If your audio system is HDMI arc and connected to tv, then this one firetv remote will control tv home theater and fire stick. For tv on off and volume control it uses infrared. Its a very intelligent way of implementation.","Reviewed in India on 11 June 2021","Best if there is an Atmos system",5,"","2","Fire TV Stick"
"R1HG3ZYAXS6N3Z","manish sharma","I never imagined a product this nice and perfect. I mean, there is hardly any thing which is wrong or faulty.1. Works with any brand of LED TV as long as it has an HDMI port. Now even not so smart TV can be a smart Tv. If you have an old non smart TV, for a small expense, you can enjoy smart tv experience.2. Has bluetooth as well with which you can connect your headphones so that you can enjoy late night shows without disturbing sleep of person sleeping next to you.3. The Prime day sale gave this at a fabulous price.4. Though it works better on a high speed internet connection it still works satisfactorily on a mobile hotspot. With a 2 gb data, you can easily enjoy a full movie. It will be a bit lesser if you skip and fast forward the songs.5. It even plays Youtube. Keeping kids entertained was never so easy.6. One wish.. the case which is sold separately for 400 Rs should be a part of entire kit.Full Value for money .","Reviewed in India on 14 September 2021","One word to describe. ULTIMATE.. in bold and capital.",5,"",1,"Fire TV Stick"
"R15PYG9JKAUGO5","Haryhar","The stick is not compatible with my Kodak Smart TV and popular application like Jio TV is also not installable in this third generation model. So highly dissatisfied. The issues to be addressed immediately otherwise the confidence of customers on this well known product of Amazo will be get effected adversely","Reviewed in India on 7 August 2021","Compatibility issue",1,"","3","Fire TV Stick"
"R1IPF97R20UYQP","Kartick","It works perfectly with yamaha home theatre. Watching movies is so much fun now. We had a Chromecast before this. And I must tell that this device is way ahead of Chromecast. No more fiddling with the phone to watch. Just one remote controls even my HTR.Plus the voice functionality is pretty intuitive. Even my 5 yr old uses it to watch rhymes. Sigh!!!There are still some niggles though. Searching for content within an app is tough. Eg. Search for a song in Spotify and it would start playing in Amazon Music. Is that by design? Well, everything else works fine.Also, you need to keep the remote coddled. It costs 2000 bucks to replace and that remote is the lifeline of this device.","Reviewed in India on 4 September 2021","Amazon has created a gem of a product",5,"https://m.media-amazon.com/images/I/B17vo80AI4S.jpg
https://m.media-amazon.com/images/I/C17I4zvvj1S.jpg
https://m.media-amazon.com/images/I/C1cXfhRKYtS.jpg",1,"Fire TV Stick"
"R2FQ93RJ84EK0O","Venkatesh N.","Super product, easy to setup, just plug and play, it takes you through simple configuration steps, only glitch is at sound configuration, you need to identify the correct (your) TV IR sound profile in advance settings, that's it you can start watching the contents on apps/channels through fire sticks.Purchased on sale time, over that seller provided discount coupon worth 300 rupees , 10% bank discount and Amazon privided special discount during sale 🕺💃ProsBuild quality is excellent.Easy to configure.Remote having more functionality, like sound buttons, switch on/off tv , extra buttons for dedicated apps like Prime vedio, Netflix, amazon music and apps buttonConsOnce found will update the review","Reviewed in India on 3 August 2021","Simply Wow product",5,"",1,"Fire TV Stick"
"R366DH6O6HUGKA","lavnesh","1: Take time to start.2: Not buttery smooth interface.3: In 2021 still they are giving Micro-USB, it should be Type-C.4: Hang most of the time. (I have only 4 app, Netflix, Prime, YouTube, Hotstar)","Reviewed in India on 2 June 2021","Need to work on software/hardware.",3,"","4","Fire TV Stick"
"R3W59BYAZ09YH9","MadMax","This is my second purchase after previous one stopped working all of a sudden immediately after warranty ended. Upon calling I was asked to get repair from 3rd party for ₹1500/=.There was prime day offer and I got the new 3rd Gen stick for ₹2100/= and I said money well spent. I could not have been wrong. The new one is already giving trouble within 2 months of purchase. Yet to contact Amazon but quality is pathetic.I have old WDTV Live Media Player that's running since 2014 without any issues. Why can't Amazon build quality products?Please avoid buying.NOT RECOMMENDED.","Reviewed in India on 9 September 2021","2nd stick going bad",1,"",1,"Fire TV Stick"
"R2LLAZZZWBSQK1","balavenkatesh dwara","First things first!!!!! The no-1 TV Stick in Indian Market...This 3rd Generation Fire TV stick has a superb build quality. The remote has a premium look & feels great in hand. The set-up with TV is just seamless.Now coming to the streaming quality. It is wow wow wow. (with good net /wifi). You need to install the apps you want to watch, like Hotstar, Zee5, Voot, Disney+, Hoichoi, etc, etc., etc. The Overall experience with these apps is really cool. The newly introduced Live section seamlessly connect to LIVE channels via the installed apps.","Reviewed in India on 13 November 2021","good",4,"",1,"Fire TV Stick"
"R2SHH02FZ9WQ48","Vishal S Chopra","This is my first Fire TV Stick. Got it at a great price and perfect time at Amazon sale. This is my review after 15 days of use.Installation and initial setup was very simple and connected to my BSNL fibre broadband wifi in a jiffy. It also works well with mobile hotspot. But to enjoy streaming to the fullest better to have fibre broadband.The new UI is absolutely fantastic with smooth and fluid interface. Browsing experience is fantastic too.All major apps are available in app store. Streaming is top class without any lag or buffer with outstanding picture quality. Switching between apps is also lag-free.Alexa remote is just superb with perfect voice recognition on my first ever attempt.Simply go for it.","Reviewed in India on 21 May 2021","Simply Superb!",5,"https://images-na.ssl-images-amazon.com/images/I/B19BYwv6NTS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1I5fZq96KS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1ITWBWr7WS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1TYmSDzpaS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1kgA6N986S.jpg
https://images-na.ssl-images-amazon.com/images/I/C1SZU1pUMpS.jpg",1,"Fire TV Stick"
"R25G8T47JPBEKY","Khutta Meethha","This is my second Fire Stick and I am regretting the purchase. Had a poor experience with the first one as well.I bought the 1st gen Stick a few years ago - which lasted a couple of years and then it developed a personality. It would connect to wifi when it wanted and disconnected whenever it felt like it. Some days it would refuse to recognize the router (I have fiber FTH). And one fine day it stopped working completely.I bought the latest (2021) version of the First Stick to give it another try. On the first day, within 15 minutes of use, I started getting warnings from it - messages on the TV screen saying it was getting overheated (it is used in a room with an AC always on - with an ambient temperature at 25C or lower). I suspect this too will die in a few weeks of use.Sometimes you get what you pay for. Seems to be made of ultra cheap components. So no surprise that its performance is garbage. Avoid.IMHO, Roku is a far better value for money (my Roku from a decade ago is still working fine). You can play all the apps on it, just like the Fire Stick. But it is rock solid and you will be happy with it.","Reviewed in India on 16 August 2021","Poor quality product. Overheating issues started on the first day of use.",1,"",1,"Fire TV Stick"
